frequency,Aol_dB,Aol_arg
8.721557719999999847e+00,3.134329729999999969e+01,1.799998260000000130e+02
9.128428949999999986e+00,3.134329729999999969e+01,1.799998180000000048e+02
9.554281209999999191e+00,3.134329729999999969e+01,1.799998099999999965e+02
1.000000000000000000e+01,3.134329729999999969e+01,1.799998009999999908e+02
1.046651209999999921e+01,3.134329729999999969e+01,1.799997920000000136e+02
1.095478759999999951e+01,3.134329729999999969e+01,1.799997820000000104e+02
1.146584170000000036e+01,3.134329729999999969e+01,1.799997720000000072e+02
1.200073710000000027e+01,3.134329729999999969e+01,1.799997610000000066e+02
1.256058600000000069e+01,3.134329729999999969e+01,1.799997500000000059e+02
1.314655250000000031e+01,3.134329729999999969e+01,1.799997380000000078e+02
1.375985509999999934e+01,3.134329729999999969e+01,1.799997260000000097e+02
1.440176899999999982e+01,3.134329729999999969e+01,1.799997130000000141e+02
1.507362900000000039e+01,3.134329729999999969e+01,1.799996999999999900e+02
1.577683200000000063e+01,3.134329729999999969e+01,1.799996859999999970e+02
1.651284040000000175e+01,3.134329729999999969e+01,1.799996710000000064e+02
1.728318439999999967e+01,3.134329729999999969e+01,1.799996559999999874e+02
1.808946579999999926e+01,3.134329729999999969e+01,1.799996399999999994e+02
1.893336130000000139e+01,3.134329729999999969e+01,1.799996230000000139e+02
1.981662550000000067e+01,3.134329729999999969e+01,1.799996060000000000e+02
2.074109509999999901e+01,3.134329729999999969e+01,1.799995869999999911e+02
2.170869229999999916e+01,3.134329729999999969e+01,1.799995680000000107e+02
2.272142910000000171e+01,3.134329729999999969e+01,1.799995480000000043e+02
2.378141129999999848e+01,3.134329729999999969e+01,1.799995270000000005e+02
2.489084289999999910e+01,3.134329729999999969e+01,1.799995040000000017e+02
2.605203089999999833e+01,3.134329729999999969e+01,1.799994810000000030e+02
2.726738969999999895e+01,3.134329729999999969e+01,1.799994570000000067e+02
2.853944639999999922e+01,3.134329729999999969e+01,1.799994320000000130e+02
2.987084610000000140e+01,3.134329729999999969e+01,1.799994049999999959e+02
3.126435730000000035e+01,3.134329729999999969e+01,1.799993780000000072e+02
3.272287740000000156e+01,3.134329729999999969e+01,1.799993489999999952e+02
3.424943919999999764e+01,3.134329729999999969e+01,1.799993179999999882e+02
3.584721710000000172e+01,3.134329729999999969e+01,1.799992860000000121e+02
3.751953309999999675e+01,3.134329729999999969e+01,1.799992530000000102e+02
3.926986480000000057e+01,3.134329729999999969e+01,1.799992180000000133e+02
4.110185150000000220e+01,3.134329729999999969e+01,1.799991819999999905e+02
4.301930269999999723e+01,3.134329729999999969e+01,1.799991440000000011e+02
4.502620519999999971e+01,3.134329729999999969e+01,1.799991039999999884e+02
4.712673219999999930e+01,3.134329729999999969e+01,1.799990620000000092e+02
4.932525129999999791e+01,3.134329729999999969e+01,1.799990180000000066e+02
5.162633399999999995e+01,3.134329729999999969e+01,1.799989720000000091e+02
5.403476500000000016e+01,3.134329729999999969e+01,1.799989239999999882e+02
5.655555230000000222e+01,3.134329729999999969e+01,1.799988740000000007e+02
5.919393720000000059e+01,3.134329729999999969e+01,1.799988219999999899e+02
6.195540609999999759e+01,3.134329729999999969e+01,1.799987669999999866e+02
6.484570080000000303e+01,3.134329729999999969e+01,1.799987089999999910e+02
6.787083130000000608e+01,3.134329729999999969e+01,1.799986490000000003e+02
7.103708770000000072e+01,3.134329729999999969e+01,1.799985859999999889e+02
7.435105389999999659e+01,3.134329729999999969e+01,1.799985200000000134e+02
7.781962059999999326e+01,3.134329729999999969e+01,1.799984509999999887e+02
8.145000009999999691e+01,3.134329729999999969e+01,1.799983789999999999e+02
8.524974120000000255e+01,3.134329729999999969e+01,1.799983029999999928e+02
8.922674489999999992e+01,3.134329729999999969e+01,1.799982239999999933e+02
9.338928049999999814e+01,3.134329729999999969e+01,1.799981410000000039e+02
9.774600359999999455e+01,3.134329729999999969e+01,1.799980539999999962e+02
1.023059729999999945e+02,3.134329729999999969e+01,1.799979629999999986e+02
1.070786700000000025e+02,3.134329729999999969e+01,1.799978680000000111e+02
1.120740200000000044e+02,3.134329729999999969e+01,1.799977690000000052e+02
1.173024089999999973e+02,3.134329729999999969e+01,1.799976650000000120e+02
1.227747080000000039e+02,3.134329729999999969e+01,1.799975560000000030e+02
1.285022969999999987e+02,3.134329729999999969e+01,1.799974420000000066e+02
1.344970849999999984e+02,3.134329729999999969e+01,1.799973229999999944e+02
1.407715369999999950e+02,3.134329729999999969e+01,1.799971979999999974e+02
1.473386989999999912e+02,3.134329729999999969e+01,1.799970669999999870e+02
1.542122280000000103e+02,3.134329729999999969e+01,1.799969299999999919e+02
1.614064150000000097e+02,3.134329729999999969e+01,1.799967870000000119e+02
1.689362199999999916e+02,3.134329729999999969e+01,1.799966369999999927e+02
1.768172989999999913e+02,3.134329729999999969e+01,1.799964799999999912e+02
1.850660399999999868e+02,3.134329729999999969e+01,1.799963160000000073e+02
1.936995949999999880e+02,3.134329729999999969e+01,1.799961439999999868e+02
2.027359160000000031e+02,3.134329729999999969e+01,1.799959639999999865e+02
2.121937920000000020e+02,3.134329729999999969e+01,1.799957760000000064e+02
2.220928890000000138e+02,3.134329729999999969e+01,1.799955789999999922e+02
2.324537909999999954e+02,3.134329729999999969e+01,1.799953730000000007e+02
2.432980420000000095e+02,3.134329729999999969e+01,1.799951570000000061e+02
2.546481899999999996e+02,3.134329729999999969e+01,1.799949310000000082e+02
2.665278369999999768e+02,3.134329719999999853e+01,1.799946940000000097e+02
2.789616829999999936e+02,3.134329719999999853e+01,1.799944470000000081e+02
2.919755829999999719e+02,3.134329719999999853e+01,1.799941880000000083e+02
3.055965979999999718e+02,3.134329719999999853e+01,1.799939160000000129e+02
3.198530489999999986e+02,3.134329719999999853e+01,1.799936329999999884e+02
3.347745810000000120e+02,3.134329719999999853e+01,1.799933359999999993e+02
3.503922210000000064e+02,3.134329719999999853e+01,1.799930249999999887e+02
3.667384420000000205e+02,3.134329719999999853e+01,1.799926989999999876e+02
3.838472340000000145e+02,3.134329719999999853e+01,1.799923589999999933e+02
4.017541729999999802e+02,3.134329719999999853e+01,1.799920020000000136e+02
4.204964909999999918e+02,3.134329719999999853e+01,1.799916289999999890e+02
4.401131619999999884e+02,3.134329719999999853e+01,1.799912390000000073e+02
4.606449739999999906e+02,3.134329719999999853e+01,1.799908299999999883e+02
4.821346189999999865e+02,3.134329719999999853e+01,1.799904019999999889e+02
5.046267829999999890e+02,3.134329719999999853e+01,1.799899540000000115e+02
5.281682339999999840e+02,3.134329710000000091e+01,1.799894859999999994e+02
5.528079209999999648e+02,3.134329710000000091e+01,1.799889949999999885e+02
5.785970800000000054e+02,3.134329710000000091e+01,1.799884820000000047e+02
6.055893340000000080e+02,3.134329710000000091e+01,1.799879439999999988e+02
6.338408100000000331e+02,3.134329710000000091e+01,1.799873819999999967e+02
6.634102510000000166e+02,3.134329710000000091e+01,1.799867930000000058e+02
6.943591430000000173e+02,3.134329699999999974e+01,1.799861769999999979e+02
7.267518380000000207e+02,3.134329699999999974e+01,1.799855320000000063e+02
7.606556910000000471e+02,3.134329699999999974e+01,1.799848580000000027e+02
7.961412000000000262e+02,3.134329699999999974e+01,1.799841509999999971e+02
8.332821509999999989e+02,3.134329689999999857e+01,1.799834119999999871e+02
8.721557719999999563e+02,3.134329689999999857e+01,1.799826380000000086e+02
9.128428949999999986e+02,3.134329680000000096e+01,1.799818280000000073e+02
9.554281210000000328e+02,3.134329680000000096e+01,1.799809799999999882e+02
1.000000000000000000e+03,3.134329680000000096e+01,1.799800930000000108e+02
1.046651209999999992e+03,3.134329669999999979e+01,1.799791639999999973e+02
1.095478759999999966e+03,3.134329669999999979e+01,1.799781920000000071e+02
1.146584170000000086e+03,3.134329659999999862e+01,1.799771749999999884e+02
1.200073709999999892e+03,3.134329650000000100e+01,1.799761100000000056e+02
1.256058600000000069e+03,3.134329650000000100e+01,1.799749950000000069e+02
1.314655250000000024e+03,3.134329639999999984e+01,1.799738289999999949e+02
1.375985509999999977e+03,3.134329629999999867e+01,1.799726080000000081e+02
1.440176899999999932e+03,3.134329620000000105e+01,1.799713299999999947e+02
1.507362900000000081e+03,3.134329609999999988e+01,1.799699929999999881e+02
1.577683199999999943e+03,3.134329599999999871e+01,1.799685929999999985e+02
1.651284040000000005e+03,3.134329590000000110e+01,1.799671280000000024e+02
1.728318440000000010e+03,3.134329569999999876e+01,1.799655940000000101e+02
1.808946580000000040e+03,3.134329560000000114e+01,1.799639889999999980e+02
1.893336129999999912e+03,3.134329539999999881e+01,1.799623090000000047e+02
1.981662550000000010e+03,3.134329520000000002e+01,1.799605510000000095e+02
2.074109509999999773e+03,3.134329500000000124e+01,1.799587099999999964e+02
2.170869229999999789e+03,3.134329479999999890e+01,1.799567839999999990e+02
2.272142910000000029e+03,3.134329460000000012e+01,1.799547680000000014e+02
2.378141129999999976e+03,3.134329430000000016e+01,1.799526580000000138e+02
2.489084289999999783e+03,3.134329400000000021e+01,1.799504489999999919e+02
2.605203089999999975e+03,3.134329370000000026e+01,1.799481380000000001e+02
2.726738969999999881e+03,3.134329340000000030e+01,1.799457179999999994e+02
2.853944640000000163e+03,3.134329299999999918e+01,1.799431859999999972e+02
2.987084609999999884e+03,3.134329260000000161e+01,1.799405360000000087e+02
3.126435730000000149e+03,3.134329220000000049e+01,1.799377619999999922e+02
3.272287740000000213e+03,3.134329170000000175e+01,1.799348579999999913e+02
3.424943920000000162e+03,3.134329119999999946e+01,1.799318189999999902e+02
3.584721709999999803e+03,3.134329059999999956e+01,1.799286390000000040e+02
3.751953309999999874e+03,3.134328989999999848e+01,1.799253089999999986e+02
3.926986480000000029e+03,3.134328920000000096e+01,1.799218250000000126e+02
4.110185150000000249e+03,3.134328849999999989e+01,1.799181780000000117e+02
4.301930269999999837e+03,3.134328760000000003e+01,1.799143610000000137e+02
4.502620520000000397e+03,3.134328670000000017e+01,1.799103660000000104e+02
4.712673219999999674e+03,3.134328569999999914e+01,1.799061839999999961e+02
4.932525129999999990e+03,3.134328460000000049e+01,1.799018079999999884e+02
5.162633399999999710e+03,3.134328329999999951e+01,1.798972269999999867e+02
5.403476499999999760e+03,3.134328199999999853e+01,1.798924320000000137e+02
5.655555229999999938e+03,3.134328059999999994e+01,1.798874140000000068e+02
5.919393720000000030e+03,3.134327899999999900e+01,1.798821619999999939e+02
6.195540610000000015e+03,3.134327719999999928e+01,1.798766650000000027e+02
6.484570080000000416e+03,3.134327529999999840e+01,1.798709110000000067e+02
6.787083129999999983e+03,3.134327319999999872e+01,1.798648890000000051e+02
7.103708770000000186e+03,3.134327090000000027e+01,1.798585860000000025e+02
7.435105389999999716e+03,3.134326839999999947e+01,1.798519890000000032e+02
7.781962059999999838e+03,3.134326559999999873e+01,1.798450840000000142e+02
8.145000009999999747e+03,3.134326259999999920e+01,1.798378570000000138e+02
8.524974120000000767e+03,3.134325929999999971e+01,1.798302930000000117e+02
8.922674489999999423e+03,3.134325570000000027e+01,1.798223759999999913e+02
9.338928050000000439e+03,3.134325169999999972e+01,1.798140889999999956e+02
9.774600360000000364e+03,3.134324730000000159e+01,1.798054170000000056e+02
1.023059729999999945e+04,3.134324259999999995e+01,1.797963389999999890e+02
1.070786700000000019e+04,3.134323729999999841e+01,1.797868379999999888e+02
1.120740200000000004e+04,3.134323159999999930e+01,1.797768939999999986e+02
1.173024090000000069e+04,3.134322530000000029e+01,1.797664859999999862e+02
1.227747079999999914e+04,3.134321849999999898e+01,1.797555920000000071e+02
1.285022969999999987e+04,3.134321089999999899e+01,1.797441910000000007e+02
1.344970850000000064e+04,3.134320269999999908e+01,1.797322570000000042e+02
1.407715370000000075e+04,3.134319370000000049e+01,1.797197669999999903e+02
1.473386989999999969e+04,3.134318379999999848e+01,1.797066939999999988e+02
1.542122279999999955e+04,3.134317289999999900e+01,1.796930110000000127e+02
1.614064149999999972e+04,3.134316109999999966e+01,1.796786899999999889e+02
1.689362199999999939e+04,3.134314810000000051e+01,1.796637000000000057e+02
1.768172989999999845e+04,3.134313380000000038e+01,1.796480119999999943e+02
1.850660399999999936e+04,3.134311819999999926e+01,1.796315920000000119e+02
1.936995950000000084e+04,3.134310109999999838e+01,1.796144060000000025e+02
2.027359159999999974e+04,3.134308240000000012e+01,1.795964179999999999e+02
2.121937919999999940e+04,3.134306189999999859e+01,1.795775910000000124e+02
2.220928889999999956e+04,3.134303939999999855e+01,1.795578859999999963e+02
2.324537909999999829e+04,3.134301479999999884e+01,1.795372610000000009e+02
2.432980419999999867e+04,3.134298779999999951e+01,1.795156749999999874e+02
2.546481899999999951e+04,3.134295820000000177e+01,1.794930819999999869e+02
2.665278369999999995e+04,3.134292590000000089e+01,1.794694350000000043e+02
2.789616830000000118e+04,3.134289040000000170e+01,1.794446849999999927e+02
2.919755830000000060e+04,3.134285159999999948e+01,1.794187799999999982e+02
3.055965980000000127e+04,3.134280899999999903e+01,1.793916680000000099e+02
3.198530489999999918e+04,3.134276240000000158e+01,1.793632910000000038e+02
3.347745810000000347e+04,3.134271130000000127e+01,1.793335899999999867e+02
3.503922209999999905e+04,3.134265540000000172e+01,1.793025039999999990e+02
3.667384419999999955e+04,3.134259409999999946e+01,1.792699680000000058e+02
3.838472340000000258e+04,3.134252689999999930e+01,1.792359160000000031e+02
4.017541730000000098e+04,3.134245340000000013e+01,1.792002750000000049e+02
4.204964910000000236e+04,3.134237279999999970e+01,1.791629719999999963e+02
4.401131620000000112e+04,3.134228459999999927e+01,1.791239290000000040e+02
4.606449740000000020e+04,3.134218789999999899e+01,1.790830660000000023e+02
4.821346190000000206e+04,3.134208200000000133e+01,1.790402980000000071e+02
5.046267829999999958e+04,3.134196599999999933e+01,1.789955359999999871e+02
5.281682340000000113e+04,3.134183889999999906e+01,1.789486860000000092e+02
5.528079209999999875e+04,3.134169969999999950e+01,1.788996530000000007e+02
5.785970799999999872e+04,3.134154720000000083e+01,1.788483339999999941e+02
6.055893340000000171e+04,3.134138009999999852e+01,1.787946230000000014e+02
6.338408099999999831e+04,3.134119709999999870e+01,1.787384079999999926e+02
6.634102509999999893e+04,3.134099660000000043e+01,1.786795740000000023e+02
6.943591430000000400e+04,3.134077699999999922e+01,1.786179970000000026e+02
7.267518379999999888e+04,3.134053649999999891e+01,1.785535519999999963e+02
7.606556909999999334e+04,3.134027289999999866e+01,1.784861040000000116e+02
7.961411999999999534e+04,3.133998430000000113e+01,1.784155140000000017e+02
8.332821510000000126e+04,3.133966810000000081e+01,1.783416359999999941e+02
8.721557719999999972e+04,3.133932180000000045e+01,1.782643170000000055e+02
9.128428949999999895e+04,3.133894240000000053e+01,1.781833990000000085e+02
9.554281209999999555e+04,3.133852680000000035e+01,1.780987130000000036e+02
1.000000000000000000e+05,3.133807159999999925e+01,1.780100850000000037e+02
1.046651209999999992e+05,3.133757299999999901e+01,1.779173319999999876e+02
1.095478760000000038e+05,3.133702680000000029e+01,1.778202650000000062e+02
1.146584170000000013e+05,3.133642860000000141e+01,1.777186820000000012e+02
1.200073709999999992e+05,3.133577329999999961e+01,1.776123760000000118e+02
1.256058600000000006e+05,3.133505560000000045e+01,1.775011279999999942e+02
1.314655249999999942e+05,3.133426959999999895e+01,1.773847100000000125e+02
1.375985510000000068e+05,3.133340859999999850e+01,1.772628840000000139e+02
1.440176900000000023e+05,3.133246559999999903e+01,1.771354010000000017e+02
1.507362900000000081e+05,3.133143280000000175e+01,1.770020020000000045e+02
1.577683200000000070e+05,3.133030169999999970e+01,1.768624140000000011e+02
1.651284040000000095e+05,3.132906290000000027e+01,1.767163529999999980e+02
1.728318440000000119e+05,3.132770629999999912e+01,1.765635249999999985e+02
1.808946579999999958e+05,3.132622059999999919e+01,1.764036189999999920e+02
1.893336130000000121e+05,3.132459370000000121e+01,1.762363129999999956e+02
1.981662550000000047e+05,3.132281210000000016e+01,1.760612710000000050e+02
2.074109510000000009e+05,3.132086119999999951e+01,1.758781409999999994e+02
2.170869230000000098e+05,3.131872510000000176e+01,1.756865579999999909e+02
2.272142909999999974e+05,3.131638620000000017e+01,1.754861410000000035e+02
2.378141130000000121e+05,3.131382550000000009e+01,1.752764919999999904e+02
2.489084290000000037e+05,3.131102200000000124e+01,1.750571979999999996e+02
2.605203090000000084e+05,3.130795290000000008e+01,1.748278280000000109e+02
2.726738969999999972e+05,3.130459319999999934e+01,1.745879360000000133e+02
2.853944639999999781e+05,3.130091579999999851e+01,1.743370549999999923e+02
2.987084610000000102e+05,3.129689079999999990e+01,1.740747020000000020e+02
3.126435729999999749e+05,3.129248580000000146e+01,1.738003769999999975e+02
3.272287739999999758e+05,3.128766530000000046e+01,1.735135579999999891e+02
3.424943919999999925e+05,3.128239070000000055e+01,1.732137069999999994e+02
3.584721709999999730e+05,3.127661990000000003e+01,1.729002649999999903e+02
3.751953310000000056e+05,3.127030680000000018e+01,1.725726569999999924e+02
3.926986479999999865e+05,3.126340150000000051e+01,1.722302850000000092e+02
4.110185150000000140e+05,3.125584950000000006e+01,1.718725369999999941e+02
4.301930270000000019e+05,3.124759140000000102e+01,1.714987790000000132e+02
4.502620520000000251e+05,3.123856290000000158e+01,1.711083610000000022e+02
4.712673219999999856e+05,3.122869379999999850e+01,1.707006159999999966e+02
4.932525129999999772e+05,3.121790809999999894e+01,1.702748620000000130e+02
5.162633400000000256e+05,3.120612330000000156e+01,1.698303999999999974e+02
5.403476500000000233e+05,3.119324990000000142e+01,1.693665200000000084e+02
5.655555230000000447e+05,3.117919099999999943e+01,1.688824999999999932e+02
5.919393719999999739e+05,3.116384180000000015e+01,1.683776090000000067e+02
6.195540609999999870e+05,3.114708919999999992e+01,1.678511110000000031e+02
6.484570080000000307e+05,3.112881080000000011e+01,1.673022650000000056e+02
6.787083129999999655e+05,3.110887530000000112e+01,1.667303320000000042e+02
7.103708769999999786e+05,3.108714080000000024e+01,1.661345780000000047e+02
7.435105389999999898e+05,3.106345530000000110e+01,1.655142789999999877e+02
7.781962060000000056e+05,3.103765569999999840e+01,1.648687229999999886e+02
8.145000010000000475e+05,3.100956770000000162e+01,1.641972230000000081e+02
8.524974120000000112e+05,3.097900489999999962e+01,1.634991190000000074e+02
8.922674490000000224e+05,3.094576909999999970e+01,1.627737860000000012e+02
9.338928050000000512e+05,3.090964950000000044e+01,1.620206420000000094e+02
9.774600359999999637e+05,3.087042299999999884e+01,1.612391599999999983e+02
1.023059729999999981e+06,3.082785409999999970e+01,1.604288750000000050e+02
1.070786699999999953e+06,3.078169469999999919e+01,1.595893930000000012e+02
1.120740199999999953e+06,3.073168490000000119e+01,1.587204059999999970e+02
1.173024090000000084e+06,3.067755319999999841e+01,1.578217009999999902e+02
1.227747080000000075e+06,3.061901729999999944e+01,1.568931709999999953e+02
1.285022969999999972e+06,3.055578530000000015e+01,1.559348300000000052e+02
1.344970850000000093e+06,3.048755660000000134e+01,1.549468219999999974e+02
1.407715370000000112e+06,3.041402370000000133e+01,1.539294319999999914e+02
1.473386989999999991e+06,3.033487360000000166e+01,1.528831020000000080e+02
1.542122280000000028e+06,3.024979069999999837e+01,1.518084340000000054e+02
1.614064149999999907e+06,3.015845829999999950e+01,1.507062060000000088e+02
1.689362199999999953e+06,3.006056209999999851e+01,1.495773719999999969e+02
1.768172989999999991e+06,2.995579250000000116e+01,1.484230740000000139e+02
1.850660399999999907e+06,2.984384830000000122e+01,1.472446400000000040e+02
1.936995949999999953e+06,2.972443940000000140e+01,1.460435870000000023e+02
2.027359159999999916e+06,2.959729109999999963e+01,1.448216160000000059e+02
2.121937919999999925e+06,2.946214670000000169e+01,1.435806059999999889e+02
2.220928890000000130e+06,2.931877160000000160e+01,1.423226060000000075e+02
2.324537910000000149e+06,2.916695629999999895e+01,1.410498210000000086e+02
2.432980419999999925e+06,2.900651939999999840e+01,1.397645960000000116e+02
2.546481899999999907e+06,2.883731050000000096e+01,1.384693969999999865e+02
2.665278370000000112e+06,2.865921270000000121e+01,1.371667869999999994e+02
2.789616830000000075e+06,2.847214400000000012e+01,1.358594040000000120e+02
2.919755830000000075e+06,2.827605930000000001e+01,1.345499309999999866e+02
3.055965979999999981e+06,2.807095029999999980e+01,1.332410730000000001e+02
3.198530490000000224e+06,2.785684669999999841e+01,1.319355270000000075e+02
3.347745810000000056e+06,2.763381460000000089e+01,1.306359520000000032e+02
3.503922209999999963e+06,2.740195620000000076e+01,1.293449439999999981e+02
3.667384419999999925e+06,2.716140800000000155e+01,1.280650109999999984e+02
3.838472339999999851e+06,2.691233820000000065e+01,1.267985500000000059e+02
4.017541729999999981e+06,2.665494470000000149e+01,1.255478229999999940e+02
4.204964910000000149e+06,2.638945179999999979e+01,1.243149429999999995e+02
4.401131620000000112e+06,2.611610710000000068e+01,1.231018590000000046e+02
